codice,file,w,h,keep,elementi,item,item_w,item_h,dcol,dedge,ink,item_rot
PA138,PA138__solo.webp,1077,921,0.915,3,PA138__item.webp,154,828,2.36,0.084,,
PA139,PA139__solo.webp,1103,815,0.89,2,PA139__item.webp,532,420,,,,
PA140,PA140__solo.webp,1140,820,0.823,3,PA140__item.webp,468,203,48.88,0.0337,,
PA140Q,PA140Q__solo.webp,1131,875,0.828,3,PA140Q__item.webp,306,134,48.88,0.0337,,
PA141,PA141__solo.webp,1049,809,0.797,3,PA141__item.webp,359,155,49.83,0.0139,,
PA141Q,PA141Q__solo.webp,1153,870,0.838,2,PA141Q__item.webp,360,155,49.83,0.0139,,
PA144,PA144__solo.webp,1565,916,0.988,3,,,,40.05,0.181,,
PA144C,PA144C__solo.webp,1541,909,0.993,9,PA144C__item.webp,900,537,40.05,0.181,,
PA144G,PA144G__solo.webp,1378,943,0.856,4,PA144G__item.webp,482,900,40.05,0.181,,
PA144P,PA144P__solo.webp,1250,914,0.881,4,PA144P__item.webp,461,900,40.05,0.181,,
PA146-1,PA146-1__solo.webp,1528,945,0.988,4,PA146-1__item.webp,623,367,0.17,0.0022,,
PA146-2,PA146-2__solo.webp,1528,943,0.987,4,PA146-2__item.webp,623,367,0.17,0.0022,,
PA146-3,PA146-3__solo.webp,1391,887,0.994,3,PA146-3__item.webp,749,441,0.17,0.0022,,
PA146,PA146__solo.webp,1529,949,0.937,4,PA146__item.webp,623,367,0.17,0.0022,,
PA147,PA147__solo.webp,1483,973,0.986,6,,,,40.05,0.181,,
PA147P,PA147P__solo.webp,1105,908,0.838,5,,,,40.05,0.181,,
PA148-A3,PA148-A3__solo.webp,1526,804,0.987,9,PA148-A3__item.webp,900,375,14.91,0.0737,,
PA148-A4,PA148-A4__solo.webp,1528,943,0.99,5,PA148-A4__item.webp,493,663,14.91,0.0737,,
PA148-A5,PA148-A5__solo.webp,1525,665,0.989,7,PA148-A5__item.webp,493,657,14.91,0.0737,,
PA159,PA159__solo.webp,1448,918,0.982,6,PA159__item.webp,716,92,13.67,0.2141,,
PA159P,PA159P__solo.webp,1528,874,0.986,6,PA159P__item.webp,431,75,13.67,0.2141,,
PA160G,PA160G__solo.webp,1529,943,0.987,6,PA160G__item.webp,632,289,,,,
PA165,PA165__solo.webp,963,819,0.847,4,PA165__item.webp,342,393,,,,
PA166,PA166__solo.webp,1528,726,0.992,3,PA166__item.webp,562,424,,,,
PA167,PA167__solo.webp,1526,725,0.992,3,PA167__item.webp,581,388,,,,
PA168,PA168__solo.webp,1530,863,0.933,5,PA168__item.webp,692,394,46.64,0.1727,,
PA168B,PA168B__solo.webp,1156,901,0.78,4,PA168B__item.webp,418,900,46.64,0.1727,,
PA168M,PA168M__solo.webp,835,604,0.976,2,PA168M__item.webp,760,564,46.64,0.1727,,
PA168P,PA168P__solo.webp,1528,944,0.992,6,PA168P__item.webp,417,900,46.64,0.1727,,
PA169,PA169__solo.webp,1527,944,0.992,6,PA169__item.webp,158,891,,,,
PA170,PA170__solo.webp,1528,900,0.985,3,PA170__item.webp,251,503,12.8,0.0989,,
PA171,PA171__solo.webp,1528,900,0.987,3,PA171__item.webp,288,571,12.8,0.0989,,
PA172,PA172__solo.webp,1527,899,0.977,3,PA172__item.webp,402,811,12.8,0.0989,,
PA173,PA173__solo.webp,1528,899,0.979,3,PA173__item.webp,440,887,12.8,0.0989,,
PA174,PA174__solo.webp,1528,898,0.985,4,PA174__item.webp,698,898,,,,
PA175,PA175__solo.webp,1528,899,0.972,3,PA175__item.webp,250,541,0.3,0.0085,,
PA176,PA176__solo.webp,1528,899,0.969,3,PA176__item.webp,321,695,0.3,0.0085,,
PA177,PA177__solo.webp,1528,898,0.975,3,PA177__item.webp,355,771,0.3,0.0085,,
PA178,PA178__solo.webp,1528,939,0.976,3,PA178__item.webp,414,900,0.3,0.0085,,
PA181,PA181__solo.webp,1477,917,0.99,4,PA181__item.webp,492,295,31.52,0.1504,,
PA181B,PA181B__solo.webp,1000,735,0.987,3,PA181B__item.webp,172,158,31.52,0.1504,,
PA183,PA183__solo.webp,1120,761,0.875,4,PA183__item.webp,341,394,,,,
PA189,PA189__solo.webp,902,884,0.894,3,PA189__item.webp,319,401,,,,
PA193,PA193__solo.webp,1080,970,0.992,3,PA193__item.webp,629,393,,,,
PA194,PA194__solo.webp,1528,905,0.989,4,PA194__item.webp,107,844,,,,
PA195,PA195__solo.webp,1528,899,0.989,4,PA195__item.webp,106,852,,,,
PA201,PA201__solo.webp,1159,829,0.744,6,PA201__item.webp,104,851,,,,
PA202,PA202__solo.webp,1542,823,0.992,4,PA202__item.webp,106,843,,,,
PA212,PA212__solo.webp,954,655,0.764,2,PA212__item.webp,437,655,7.55,0.0581,,
PA213,PA213__solo.webp,946,656,0.765,2,PA213__item.webp,439,656,7.55,0.0581,,
PA214-01,PA214-01__solo.webp,1463,958,0.977,4,PA214-01__item.webp,401,281,0.25,0.0099,,
PA214-02,PA214-02__solo.webp,1556,961,0.98,4,PA214-02__item.webp,402,281,0.25,0.0099,,
PA214-03,PA214-03__solo.webp,1471,965,0.982,4,PA214-03__item.webp,401,282,0.25,0.0099,,
PA215-01,PA215-01__solo.webp,1221,939,0.745,3,PA215-01__item.webp,654,839,0.1,0.022,,
PA215-S,PA215-S__solo.webp,1218,931,0.725,3,PA215-S__item.webp,651,841,0.1,0.022,,
PA216-01,PA216-01__solo.webp,1528,945,0.985,3,PA216-01__item.webp,628,327,,,,
PA220,PA220__solo.webp,858,628,0.983,3,PA220__item.webp,324,190,,,,
PA221-S,PA221-S__solo.webp,1207,904,0.719,5,PA221-S__item.webp,679,307,1.31,0.0188,,
PA221,PA221__solo.webp,1209,909,0.722,4,PA221__item.webp,617,279,1.31,0.0188,,
PA230,PA230__solo.webp,1532,909,0.994,10,PA230__item.webp,900,832,,,,
PA261,PA261__solo.webp,1542,818,0.987,4,PA261__item.webp,900,145,30.29,0.1802,,
PA262,PA262__solo.webp,1524,830,0.981,4,PA262__item.webp,841,289,,,,
PA263,PA263__solo.webp,1524,830,0.982,4,PA263__item.webp,900,304,,,,
PA265,PA265__solo.webp,1527,828,0.99,4,PA265__p1.webp,900,324,30.29,0.1802,,
PA273,PA273__solo.webp,1568,733,0.98,4,PA273__item.webp,769,374,,,,
PA337-1,PA337-1__solo.webp,1507,956,0.988,4,PA337-1__item.webp,333,251,,,,
PA341-1,PA341-1__solo.webp,1028,743,0.916,3,PA341-1__item.webp,220,273,58.66,0.1506,,
PA341-2,PA341-2__solo.webp,1042,736,0.918,3,PA341-2__item.webp,228,273,58.66,0.1506,,
PA341-3,PA341-3__solo.webp,1139,821,0.931,2,PA341-3__item.webp,357,233,58.66,0.1506,,
PA341-4,PA341-4__solo.webp,991,737,0.925,2,PA341-4__item.webp,257,169,58.66,0.1506,,
PA341-5,PA341-5__solo.webp,1202,721,0.928,2,PA341-5__p2.webp,492,165,58.66,0.1506,,
PA341-6,PA341-6__solo.webp,1042,716,0.955,3,PA341-6__p2.webp,496,165,58.66,0.1506,,
PA341-7,PA341-7__solo.webp,1108,735,0.955,3,PA341-7__p2.webp,410,161,58.66,0.1506,,
PA342-1,PA342-1__solo.webp,1153,737,0.915,2,PA342-1__p2.webp,470,199,10.96,0.1784,,
PA342-2,PA342-2__solo.webp,1190,796,0.928,5,PA342-2__item.webp,497,381,10.96,0.1784,,
PA342-4,PA342-4__solo.webp,1360,802,0.94,2,PA342-4__p2.webp,725,304,10.96,0.1784,,
PA342-5,PA342-5__solo.webp,1282,794,0.936,3,PA342-5__p2.webp,501,244,10.96,0.1784,,
PA342-6,PA342-6__solo.webp,1231,785,0.926,2,PA342-6__item.webp,516,273,10.96,0.1784,,
PA342-7,PA342-7__solo.webp,1404,792,0.93,8,PA342-7__item.webp,683,476,10.96,0.1784,,
PA342-8,PA342-8__solo.webp,1359,801,0.915,2,PA342-8__p3.webp,725,307,10.96,0.1784,,
PA342-9,PA342-9__solo.webp,1240,869,0.914,3,PA342-9__item.webp,624,302,10.96,0.1784,,
PA343-1,PA343-1__solo.webp,929,753,0.95,2,PA343-1__item.webp,360,234,8.41,0.1726,,
PA343-2,PA343-2__solo.webp,1098,753,0.935,2,PA343-2__item.webp,360,234,8.41,0.1726,,
PA343-3,PA343-3__solo.webp,1120,712,0.936,2,PA343-3__item.webp,465,199,8.41,0.1726,,
PA343-4,PA343-4__solo.webp,1074,784,0.932,2,PA343-4__item.webp,412,201,8.41,0.1726,,
PA343-5,PA343-5__solo.webp,1005,712,0.94,1,PA343-5__item.webp,382,595,8.41,0.1726,,
PA344-1,PA344-1__solo.webp,981,732,0.942,4,PA344-1__item.webp,150,307,51.32,0.1644,,
PA344-2,PA344-2__solo.webp,1216,708,0.948,5,PA344-2__item.webp,139,253,51.32,0.1644,,
PA344-3,PA344-3__solo.webp,931,711,0.945,4,,,,51.32,0.1644,,
PA345-1,PA345-1__solo.webp,1064,770,0.928,4,PA345-1__item.webp,250,143,34.28,0.1468,,
PA345-2,PA345-2__solo.webp,725,710,0.871,2,PA345-2__item.webp,124,57,34.28,0.1468,,
PA346-1,PA346-1__solo.webp,992,717,0.932,6,,,,41.27,0.1862,,
PA346-2,PA346-2__solo.webp,1035,712,0.918,5,PA346-2__item.webp,373,172,41.27,0.1862,,
PA346-3,PA346-3__solo.webp,504,717,0.906,1,PA346-3__item.webp,504,717,41.27,0.1862,,
PA346-4,PA346-4__solo.webp,1062,708,0.929,2,PA346-4__p2.webp,459,294,41.27,0.1862,,
PA347-1,PA347-1__solo.webp,1001,796,0.927,4,PA347-1__item.webp,212,223,32.95,0.1758,,
PA347-2,PA347-2__solo.webp,1055,720,0.934,2,PA347-2__item.webp,348,143,32.95,0.1758,,
PA348-1,PA348-1__solo.webp,960,818,0.939,3,PA348-1__p1.webp,500,711,11.75,0.0934,,
PA348-2,PA348-2__solo.webp,960,818,0.937,3,PA348-2__p1.webp,500,711,11.75,0.0934,,
PA348-3,PA348-3__solo.webp,923,837,0.957,2,PA348-3__p1.webp,705,837,11.75,0.0934,,
PA348-4,PA348-4__solo.webp,1014,711,0.941,5,PA348-4__p1.webp,498,711,11.75,0.0934,,
PA348-5,PA348-5__solo.webp,1265,856,0.948,4,PA348-5__p1.webp,498,706,11.75,0.0934,,
PA348-6,PA348-6__solo.webp,1309,896,0.949,4,PA348-6__p1.webp,501,708,11.75,0.0934,,
PA348-7,PA348-7__solo.webp,1332,712,0.946,4,PA348-7__p1.webp,499,712,11.75,0.0934,,
PA350-1,PA350-1__solo.webp,946,832,0.947,2,,,,48.99,0.16,,
PA350-2,PA350-2__solo.webp,935,804,0.95,4,PA350-2__item.webp,297,186,48.99,0.16,,
PA350-3,PA350-3__solo.webp,1171,727,0.932,2,,,,48.99,0.16,,
PA351-1,PA351-1__solo.webp,1107,780,0.942,2,PA351-1__item.webp,201,92,40.55,0.1213,,
PA351-2,PA351-2__solo.webp,1087,823,0.952,4,PA351-2__item.webp,280,114,40.55,0.1213,,
PA352-1,PA352-1__solo.webp,858,712,0.93,5,PA352-1__p4.webp,93,148,30.06,0.1419,,
PA352-2,PA352-2__solo.webp,934,710,0.925,3,PA352-2__p2.webp,134,94,30.06,0.1419,,
PA352-3,PA352-3__solo.webp,942,710,0.919,5,PA352-3__p3.webp,244,77,30.06,0.1419,,
PA352-4,PA352-4__solo.webp,873,710,0.919,3,PA352-4__p2.webp,160,50,30.06,0.1419,,
PA352-5,PA352-5__solo.webp,930,715,0.92,4,PA352-5__item.webp,900,726,30.06,0.1419,,
PA352-6,PA352-6__solo.webp,893,710,0.918,4,PA352-6__item.webp,287,210,30.06,0.1419,,
PA352-7,PA352-7__solo.webp,893,718,0.925,4,PA352-7__p3.webp,244,76,30.06,0.1419,,
PA352-8,PA352-8__solo.webp,925,709,0.925,4,PA352-8__p4.webp,243,75,30.06,0.1419,,
PA354-1,PA354-1__solo.webp,1007,814,0.881,2,PA354-1__item.webp,314,167,34.28,0.1468,,
PA354-2,PA354-2__solo.webp,947,817,0.915,2,PA354-2__item.webp,314,167,34.28,0.1468,,
PA354-3,PA354-3__solo.webp,1018,789,0.953,2,PA354-3__item.webp,321,321,34.28,0.1468,,
PA355-1,PA355-1__solo.webp,979,705,0.937,2,PA355-1__item.webp,344,189,56.15,0.1175,,
PA355-2,PA355-2__solo.webp,995,762,0.95,2,PA355-2__item.webp,326,329,56.15,0.1175,,
PA355-3,PA355-3__solo.webp,997,802,0.953,2,PA355-3__item.webp,326,329,56.15,0.1175,,
PA356-1,PA356-1__solo.webp,1375,836,0.935,3,PA356-1__item.webp,390,339,63.63,0.1748,,
PA356-2,PA356-2__solo.webp,1359,757,0.915,9,PA356-2__item.webp,505,717,63.63,0.1748,,
PA357-1,PA357-1__solo.webp,943,714,0.913,3,PA357-1__item.webp,350,226,,,,
PA358-1,PA358-1__solo.webp,836,813,0.908,3,PA358-1__item.webp,207,52,24.77,0.1393,,
PA358-2,PA358-2__solo.webp,896,835,0.923,3,PA358-2__item.webp,257,57,24.77,0.1393,,
PA358-3,PA358-3__solo.webp,501,707,0.884,1,PA358-3__item.webp,501,707,24.77,0.1393,,
PA358-4,PA358-4__solo.webp,1008,856,0.948,2,PA358-4__item.webp,310,68,24.77,0.1393,,
PA358-5,PA358-5__solo.webp,1021,851,0.937,2,PA358-5__item.webp,356,76,24.77,0.1393,,
PA358-6,PA358-6__solo.webp,498,713,0.872,1,PA358-6__item.webp,498,713,24.77,0.1393,,
PA359-1,PA359-1__solo.webp,1238,699,0.926,2,PA359-1__item.webp,331,112,27.85,0.0851,,
PA359-2,PA359-2__solo.webp,1267,713,0.927,2,PA359-2__item.webp,323,83,27.85,0.0851,,
PA359-3,PA359-3__solo.webp,1228,705,0.926,3,PA359-3__item.webp,331,112,27.85,0.0851,,
PA359-4,PA359-4__solo.webp,1238,717,0.947,2,PA359-4__item.webp,319,79,27.85,0.0851,,
PA359-5,PA359-5__solo.webp,1234,714,0.942,2,PA359-5__item.webp,332,113,27.85,0.0851,,
PA359-6,PA359-6__solo.webp,1234,712,0.942,2,PA359-6__item.webp,319,80,27.85,0.0851,,
PA364,PA364__solo.webp,1328,709,0.88,2,PA364__item.webp,900,480,57.98,0.1169,,
PA364P,PA364P__solo.webp,1305,673,0.877,4,PA364P__item.webp,900,464,57.98,0.1169,,
PA365,PA365__solo.webp,1452,830,0.978,4,PA365__item.webp,835,274,,,,
PA375,PA375__solo.webp,944,770,0.973,4,PA375__item.webp,270,588,,,,
PA376,PA376__solo.webp,1523,869,0.981,6,PA376__item.webp,566,840,,,,
PA381,PA381__solo.webp,1416,834,0.943,4,PA381__item.webp,407,416,54.24,0.1509,,
PA382,PA382__solo.webp,805,894,0.914,2,PA382__item.webp,310,406,54.24,0.1509,,
PA383,PA383__solo.webp,1402,855,0.945,4,PA383__item.webp,407,416,54.24,0.1509,,
PA384,PA384__solo.webp,732,827,0.902,2,PA384__p2.webp,310,406,54.24,0.1509,,
PA385,PA385__solo.webp,786,890,0.9,2,PA385__item.webp,310,406,54.24,0.1509,,
PA386,PA386__solo.webp,1040,904,0.911,3,PA386__item.webp,304,263,54.24,0.1509,,
PA387,PA387__solo.webp,851,893,0.928,2,PA387__item.webp,434,434,54.24,0.1509,,
PA388,PA388__solo.webp,1049,856,0.927,2,PA388__p2.webp,497,264,54.24,0.1509,,
PA389,PA389__solo.webp,928,910,0.938,2,PA389__item.webp,517,322,54.24,0.1509,,
PA390,PA390__solo.webp,1222,927,0.929,2,PA390__p3.webp,670,365,54.24,0.1509,,
PA391,PA391__solo.webp,896,819,0.868,3,PA391__item.webp,382,333,32.02,0.1197,,
PA392,PA392__solo.webp,907,848,0.888,3,PA392__item.webp,382,333,32.02,0.1197,,
PA393,PA393__solo.webp,877,817,0.873,3,PA393__item.webp,382,333,32.02,0.1197,,
PA394,PA394__solo.webp,1208,821,0.914,2,PA394__item.webp,716,342,32.02,0.1197,,
PA395,PA395__solo.webp,1499,899,0.988,5,PA395__item.webp,561,359,32.02,0.1197,,
PA396,PA396__solo.webp,1528,901,0.99,6,PA396__item.webp,643,412,32.02,0.1197,,
PA397,PA397__solo.webp,1179,940,0.92,5,PA397__item.webp,597,416,32.02,0.1197,,
PA403,PA403__solo.webp,1435,877,0.994,5,PA403__item.webp,417,430,,,,
PA404,PA404__solo.webp,1076,827,0.905,3,PA404__item.webp,558,466,,,,
PA415,PA415__solo.webp,959,787,0.886,2,PA415__p1.webp,427,787,84.85,0.1793,,
PA419,PA419__solo.webp,840,884,0.797,5,PA419__item.webp,114,728,,,,
PA420,PA420__solo.webp,1527,943,0.993,4,PA420__item.webp,161,890,62.59,0.0764,,
PA420P,PA420P__solo.webp,1429,840,0.995,6,PA420P__item.webp,117,762,62.59,0.0764,,
PA422-3,PA422-3__solo.webp,1014,768,0.876,2,PA422-3__item.webp,344,563,23.24,0.1584,,
PA423-3,PA423-3__solo.webp,903,770,0.848,6,PA423-3__item.webp,308,503,23.24,0.1584,,
PA425,PA425__solo.webp,1216,907,0.914,4,PA425__item.webp,646,900,,,,
PA426-1,PA426-1__solo.webp,1527,908,0.99,4,PA426-1__item.webp,366,176,50.44,0.0876,,
PA426,PA426__solo.webp,1528,909,0.991,4,PA426__item.webp,376,177,50.44,0.0876,,
PA429-01,PA429-01__solo.webp,1528,934,0.991,6,PA429-01__item.webp,628,289,,,,
PA431,PA431__solo.webp,923,865,0.879,2,PA431__item.webp,111,639,26.08,0.1753,,
PA432,PA432__solo.webp,1497,916,0.983,7,PA432__item.webp,681,162,38.49,0.1426,,
PA433,PA433__solo.webp,1053,775,0.889,6,PA433__item.webp,146,240,,,,
PA434,PA434__solo.webp,798,868,0.889,2,PA434__item.webp,89,652,26.08,0.1753,,
PA435,PA435__solo.webp,786,869,0.877,2,PA435__item.webp,255,638,38.49,0.1426,,
PA440,PA440__solo.webp,960,816,0.945,3,PA440__item.webp,900,765,,,,
PA441,PA441__solo.webp,985,816,0.952,4,PA441__item.webp,900,745,,,,
PA442-1,PA442-1__solo.webp,1532,941,0.982,5,PA442-1__item.webp,386,211,0.13,0.0212,,
PA442-2,PA442-2__solo.webp,1527,946,0.983,5,PA442-2__item.webp,384,211,0.13,0.0212,,
PA442-3,PA442-3__solo.webp,1531,944,0.983,5,PA442-3__item.webp,384,211,0.13,0.0212,,
PA442-4,PA442-4__solo.webp,1527,942,0.983,5,PA442-4__item.webp,384,211,0.13,0.0212,,
PA443,PA443__solo.webp,1500,975,0.978,4,PA443__p3.webp,339,406,54.24,0.1509,,
PA444,PA444__solo.webp,1502,975,0.98,4,PA444__p2.webp,287,343,54.24,0.1509,,
PA445,PA445__solo.webp,1506,977,0.987,5,PA445__p2.webp,240,287,54.24,0.1509,,
PA446,PA446__solo.webp,1468,961,0.984,4,PA446__p2.webp,203,242,54.24,0.1509,,
PA447,PA447__solo.webp,1473,988,0.983,4,PA447__p2.webp,161,191,54.24,0.1509,,
PA452-01,PA452-01__solo.webp,1432,901,0.985,6,PA452-01__p1.webp,196,863,84.85,0.1793,,
PA453-3,PA453-3__solo.webp,1131,819,0.912,5,PA453-3__item.webp,325,187,65.35,0.1416,,
PA454-3,PA454-3__solo.webp,1120,820,0.889,3,PA454-3__item.webp,486,727,23.24,0.1584,,
PA455-1,PA455-1__solo.webp,1477,911,0.877,9,PA455-1__item.webp,900,347,24.38,0.1897,,
PA455-2,PA455-2__solo.webp,1477,911,0.986,8,PA455-2__item.webp,350,188,24.38,0.1897,,
PA457-01,PA457-01__solo.webp,1523,944,0.938,3,PA457-01__item.webp,520,865,23.24,0.1584,,
PA457-02,PA457-02__solo.webp,1526,939,0.937,6,PA457-02__item.webp,514,861,23.24,0.1584,,
PA457-03,PA457-03__solo.webp,1526,944,0.934,4,PA457-03__item.webp,522,865,23.24,0.1584,,
PA457-04,PA457-04__solo.webp,1163,871,0.848,3,PA457-04__p1.webp,417,855,23.24,0.1584,,
PA457-05,PA457-05__solo.webp,1187,918,0.858,5,PA457-05__p1.webp,430,866,23.24,0.1584,,
PA457S,PA457S__solo.webp,1220,915,0.86,4,PA457S__p1.webp,566,627,23.24,0.1584,,
PA464-01,PA464-01__solo.webp,1529,943,0.993,5,PA464-01__item.webp,320,186,65.35,0.1416,,
PA464-02,PA464-02__solo.webp,1529,945,0.993,5,PA464-02__p3.webp,339,194,65.35,0.1416,,
PA465-01,PA465-01__solo.webp,1529,943,0.992,5,PA465-01__item.webp,542,123,77.03,0.1654,,
PA465-02,PA465-02__solo.webp,1529,943,0.992,5,PA465-02__item.webp,542,124,77.03,0.1654,,
PA466-01,PA466-01__solo.webp,1528,943,0.994,7,PA466-01__item.webp,437,128,77.03,0.1654,,
PA466-02,PA466-02__solo.webp,1527,945,0.993,7,PA466-02__item.webp,420,124,77.03,0.1654,,
PA467-1,PA467-1__solo.webp,911,772,0.852,5,PA467-1__item.webp,331,162,83.15,0.1484,,
PA467-2,PA467-2__solo.webp,1037,781,0.856,2,PA467-2__item.webp,362,191,83.15,0.1484,,
PA468-1,PA468-1__solo.webp,910,770,0.847,5,PA468-1__item.webp,333,156,83.15,0.1484,,
PA468-2,PA468-2__solo.webp,905,770,0.844,5,PA468-2__item.webp,342,160,83.15,0.1484,,
PA500,PA500__solo.webp,1172,902,0.926,3,PA500__item.webp,599,607,,,,
PA501,PA501__solo.webp,1170,902,0.92,3,PA501__item.webp,686,314,,,,
PA502,PA502__solo.webp,1170,848,0.878,3,PA502__item.webp,599,607,,,,
PA503,PA503__solo.webp,1524,715,0.991,3,PA503__item.webp,518,322,12.39,0.1587,,
PA503R,PA503R__solo.webp,1529,718,0.99,3,PA503R__item.webp,315,310,12.39,0.1587,,
PA503T,PA503T__solo.webp,1532,776,0.991,5,PA503T__item.webp,465,353,12.39,0.1587,,
PA504,PA504__solo.webp,1207,757,0.932,3,PA504__item.webp,737,760,,,,
PA505,PA505__solo.webp,1206,757,0.931,3,PA505__item.webp,737,759,,,,
PA506-01,PA506-01__solo.webp,1131,939,0.919,2,PA506-01__item.webp,748,451,0.25,0.0071,,
PA506-02,PA506-02__solo.webp,1131,940,0.918,2,PA506-02__item.webp,748,451,0.25,0.0071,,
PA506-03,PA506-03__solo.webp,1131,940,0.918,2,PA506-03__item.webp,748,451,0.25,0.0071,,
PA506-05,PA506-05__solo.webp,1094,928,0.935,3,PA506-05__item.webp,657,396,0.25,0.0071,,
PA507-01,PA507-01__solo.webp,1163,940,0.923,2,PA507-01__item.webp,815,476,0.18,0.0111,,
PA507-02,PA507-02__solo.webp,1163,940,0.923,2,PA507-02__item.webp,815,476,0.18,0.0111,,
PA507-03,PA507-03__solo.webp,1163,940,0.923,2,PA507-03__item.webp,815,476,0.18,0.0111,,
PA507-05,PA507-05__solo.webp,1010,782,0.914,3,PA507-05__item.webp,506,297,0.18,0.0111,,
PA508-01,PA508-01__solo.webp,1528,940,0.991,3,PA508-01__item.webp,748,415,0.02,0.0076,,
PA508-03,PA508-03__solo.webp,1528,859,0.993,4,PA508-03__item.webp,570,317,0.02,0.0076,,
PA509-01,PA509-01__solo.webp,1097,778,0.87,2,PA509-01__item.webp,684,315,4.24,0.0857,,
PA509-02,PA509-02__solo.webp,1152,782,0.89,2,PA509-02__item.webp,824,407,4.24,0.0857,,
PA511-01,PA511-01__solo.webp,1528,942,0.988,4,PA511-01__item.webp,814,340,3.54,0.106,,
PA511-02,PA511-02__solo.webp,1528,942,0.992,2,PA511-02__item.webp,806,413,3.54,0.106,,
PA512-01,PA512-01__solo.webp,1528,942,0.99,2,PA512-01__item.webp,899,528,6.86,0.1951,,
PA512-02,PA512-02__solo.webp,1528,942,0.991,2,PA512-02__item.webp,808,414,6.86,0.1951,,
PA514,PA514__solo.webp,1528,942,0.99,3,PA514__item.webp,900,419,,,,
PA515,PA515__solo.webp,1528,956,0.989,3,PA515__item.webp,854,402,,,,
PA516-1,PA516-1__solo.webp,1528,943,0.992,5,PA516-1__item.webp,537,323,,,,
PA517-01,PA517-01__solo.webp,1157,897,0.885,2,PA517-01__item.webp,398,296,5.29,0.0614,,
PA517-02,PA517-02__solo.webp,1185,910,0.879,2,PA517-02__item.webp,426,282,5.29,0.0614,,
PA517-03,PA517-03__solo.webp,1200,844,0.859,2,PA517-03__item.webp,425,282,5.29,0.0614,,
PA517-04,PA517-04__solo.webp,1203,910,0.884,2,PA517-04__item.webp,494,296,5.29,0.0614,,
PA518-01,PA518-01__solo.webp,1142,899,0.868,2,PA518-01__item.webp,325,241,3.15,0.0745,,
PA518-02,PA518-02__solo.webp,1173,919,0.898,2,PA518-02__item.webp,390,257,3.15,0.0745,,
PA518-03,PA518-03__solo.webp,1173,911,0.896,2,PA518-03__item.webp,390,256,3.15,0.0745,,
PA518-04,PA518-04__solo.webp,1184,885,0.902,2,PA518-04__item.webp,407,242,3.15,0.0745,,
PA520,PA520__solo.webp,1538,921,0.993,5,PA520__item.webp,900,658,,,,
PA524-01,PA524-01__solo.webp,1529,943,0.994,2,PA524-01__item.webp,900,601,18.86,0.1924,,
PA524-02,PA524-02__solo.webp,1528,943,0.994,1,PA524-02__item.webp,899,540,18.86,0.1924,,
PA525,PA525__solo.webp,1529,951,0.987,5,PA525__item.webp,472,676,,,,
PA528,PA528__solo.webp,1529,944,0.987,6,PA528__item.webp,642,430,138.53,0.136,,
PA528P,PA528P__solo.webp,1512,919,0.987,6,PA528P__item.webp,685,390,138.53,0.136,,
PA531-1,PA531-1__solo.webp,1528,946,0.994,4,PA531-1__item.webp,515,408,13.54,0.1204,,
PA532-1,PA532-1__solo.webp,1528,943,0.994,5,PA532-1__item.webp,524,274,13.54,0.1204,,
PA533,PA533__solo.webp,1541,873,0.992,5,PA533__item.webp,788,797,,,,
PA535,PA535__solo.webp,1029,812,0.945,5,PA535__item.webp,423,703,,,,
PA537,PA537__solo.webp,1527,831,0.992,5,PA537__item.webp,564,548,,,,
PA538,PA538__solo.webp,1166,937,0.77,4,PA538__item.webp,498,800,,,,
PA540,PA540__solo.webp,1527,855,0.99,2,PA540__item.webp,766,701,,,,
PA541,PA541__solo.webp,909,907,0.837,4,PA541__item.webp,680,618,,,,
PA552,PA552__solo.webp,1528,830,0.988,6,PA552__item.webp,413,553,,,,
PA553,PA553__solo.webp,1529,819,0.98,4,PA553__item.webp,598,250,,,,
PA600IT,PA600IT__solo.webp,979,809,0.772,4,PA600IT__item.webp,418,539,,,,
PA601,PA601__solo.webp,998,899,0.842,6,PA601__item.webp,575,713,,,,
PA602,PA602__solo.webp,1111,903,0.835,4,PA602__item.webp,536,452,,,,
PA603,PA603__solo.webp,1499,931,0.991,6,PA603__item.webp,523,351,,,,
PA604,PA604__solo.webp,1528,942,0.99,7,PA604__item.webp,559,534,,,,
PA606,PA606__solo.webp,1529,937,0.989,4,PA606__item.webp,797,388,,,,
PA607,PA607__solo.webp,1526,941,0.99,3,PA607__item.webp,900,698,,,,
PA609,PA609__solo.webp,1151,896,0.822,2,PA609__item.webp,751,295,40.16,0.1462,,
PA611,PA611__solo.webp,1190,899,0.856,3,PA611__item.webp,628,276,40.16,0.1462,,
PA612,PA612__solo.webp,1210,899,0.844,6,PA612__item.webp,448,314,37.05,0.1718,,
PA613,PA613__solo.webp,1102,905,0.823,3,,,,37.05,0.1718,,
PA615,PA615__solo.webp,1199,896,0.835,2,PA615__item.webp,735,359,8.84,0.176,,
PA616,PA616__solo.webp,1418,933,0.983,3,PA616__item.webp,513,260,8.84,0.176,,
PA620,PA620__solo.webp,1010,901,0.806,3,,,,37.05,0.1718,,
PA621,PA621__solo.webp,1536,949,0.989,4,PA621__item.webp,483,317,,,,
PA622,PA622__solo.webp,1207,902,0.849,4,PA622__item.webp,850,561,,,,
PA623,PA623__solo.webp,1528,938,0.993,4,PA623__item.webp,745,767,,,,
